Center Name,Legal Name,Building,Street,Borough,ZipCode,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Health Code Sub Section,Violation Status,Inspection Summary Result
EASTER SEALS CHILD DEVELOPMENT CENTER,"EASTER SEALS NEW YORK, INC.",2433,EAST TREMONT AVENUE,BRONX,10461,718-409-4227,7815,10/15/2023,Permitted,2 YEARS - 5 YEARS,133,DC17787,PRESCHOOL,GDC,Child Care - Pre School,2043907,www.easterseals.com/newyork,10/15/2007,Y,25.0000,21.9050,32,11.9769,25,6.1285,25,18.9541,05/26/2022,Appropriate outdoor play area Not provided or maintained at the time of inspection.,GENERAL,47.47(a),CORRECTED,Initial Annual Inspection - Reinspection Not Required
GOLD MATERIAL BK,"SUNNY WORLD DAYCARE, CORP",105,Kings Highway,BROOKLYN,11214,718-253-2552,105160,06/02/2024,Permitted,2 YEARS - 5 YEARS,105,DC38947,PRESCHOOL,GDC,Child Care - Pre School,3329040,,06/02/2020,Y,50.0000,21.9050,15,11.9769,25,6.1285,50,18.9541,08/10/2021,Teacher to child ratios and group size maintained in Group Child Care program,PUBLIC HEALTH HAZARD,47.23(f)(1),CORRECTED,Initial Annual Inspection - Reinspection Required
Peninsula Preparatory Academy Charter School,Peninsula Preparatory Academy Charter School,611,BEACH   19 STREET,QUEENS,11691,347-403-9231,,06/27/2116,Active,3 YEARS - 5 YEARS,0,DC35842,PRESCHOOL,SBCC,School Based Child Care,4463015,,,,0.0000,45.1817,1,8.0094,0,23.3017,0,35.2291,04/27/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
Beanstalk Academy,NYC Early Learning Company Inc.,58,Belmont  Avenue,BROOKLYN,11212,718-346-1064,104826,05/22/2023,Permitted,0 YEARS - 2 YEARS,46,DC36611,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3081140,,05/22/2019,Y,50.0000,17.4391,14,8.4034,25,4.9984,50,15.3835,05/06/2022,At the time child care service was providing care it has been determined that the child care service failed to limit areas used by children to their exclusive use. Unauthorized children and/or adults allowed to inhabit child care service facilities during child care hours.,CRITICAL,47.39(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
BRIGHT HORIZONS AT WEST 14TH,BRIGHT HORIZONS CHILDREN'S CENTERS LLC.,255,West 14 Street,MANHATTAN,10011,332-255-8503,105029,09/06/2023,Permitted,0 YEARS - 2 YEARS,54,DC38226,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1013712,www.brighthorizons.com,09/06/2019,Y,0.0000,17.4391,2,8.4034,0,4.9984,0,15.3835,02/07/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL, INC.",110-15,164 PLACE,QUEENS,11433,718-526-5911,25917,10/22/2024,Permitted,2 YEARS - 5 YEARS,105,DC23264,PRESCHOOL,GDC,Child Care - Pre School,4216947,,10/22/2012,Y,50.0000,21.9050,8,11.9769,25,6.1285,25,18.9541,06/02/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
"SY SEIT, LLC","SY SEIT, LLC",35-10,156 STREET,QUEENS,11354,646-404-2106,105158,05/01/2024,Permitted,,39,DC38537,PRESCHOOL,GDC,Child Care - Pre School,4119270,www.syseit.com,05/01/2020,Y,50.0000,21.9050,6,11.9769,16.6667,6.1285,50,18.9541,05/05/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
"NEW COVENANT CHRISTIAN CHURCH, INC.","NEW COVENANT CHRISTIAN CHURCH, INC.",1497,NEEDHAM AVENUE,BRONX,10469,718-328-6072,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC1956,PRESCHOOL,SBCC,School Based Child Care,2060149,,,,100.0000,45.1817,10,8.0094,0,23.3017,100,35.2291,02/07/2023,Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated,CRITICAL,43.24(a),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
KIDDIE ACADEMY OF TRIBECA,5 POINT FAMILY LLC,72,Reade Street,MANHATTAN,10007,646-973-1964,105045,09/16/2023,Permitted,2 YEARS - 5 YEARS,109,DC36835,PRESCHOOL,GDC,Child Care - Pre School,1001640,Kiddieacademy.com/academies/tribeca,09/16/2019,Y,25.0000,21.9050,18,11.9769,0,6.1285,25,18.9541,02/28/2023,At time of inspection it was determined that child care service failed to take appropriate action to keep facility free of pests or conditions conducive to pests. Child care service fails to maintain extermination service log.,GENERAL,47.51(b),CORRECTED,Initial Annual Inspection - Reinspection Not Required
WISDOM TREE,Carroll BH LLC,347,91st,BROOKLYN,,347-560-6086,104220,08/30/2023,Permitted,2 YEARS - 5 YEARS,22,DC35146,PRESCHOOL,GDC,Child Care - Pre School,0,,08/30/2017,Y,16.6667,21.9050,7,11.9769,0,6.1285,16.6667,18.9541,03/07/2023,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,47.49(a),OPEN,Initial Annual Inspection - Reinspection Required
"VIVVI 1, LLC","VIVVI 1, LLC",75,VARICK STREET,MANHATTAN,10013,212-519-7660,104926,07/03/2023,Permitted,0 YEARS - 2 YEARS,54,DC37599,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1002934,,07/03/2019,Y,0.0000,17.4391,17,8.4034,0,4.9984,0,15.3835,01/19/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
SAINT PETERS CATHOLIC ACADEMY,SAINT PETER CATHOLIC ACADEMY,8401,23RD AVENUE,BROOKLYN,11214,718-372-0025,,03/14/2117,Active,3 YEARS - 5 YEARS,0,DC20923,PRESCHOOL,SBCC,School Based Child Care,3329173,,,,,,14,8.0094,,,,,09/28/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",950,Westchester Avenue,BRONX,10459,718-991-5465,104872,06/13/2023,Permitted,2 YEARS - 5 YEARS,108,DC36656,PRESCHOOL,GDC,Child Care - Pre School,2114693,,06/13/2019,Y,50.0000,21.9050,76,11.9769,0,6.1285,50,18.9541,12/07/2022,Teacher to child ratios and group size maintained in Group Child Care program,PUBLIC HEALTH HAZARD,47.23(f)(1),CORRECTED,
"JUDI`S NURSERY, INC.",JUDI'S NURSERY,70-11,150 STREET,QUEENS,11367,718-520-1324,6958,07/06/2023,Permitted,2 YEARS - 5 YEARS,110,DC3105,PRESCHOOL,GDC,Child Care - Pre School,4143983,,07/03/2003,N,,,31,11.9769,,,,,11/10/2022,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61(e),CORRECTED,
"JUDI`S NURSERY, INC.",JUDI'S NURSERY,70-11,150 STREET,QUEENS,11367,718-520-1324,6958,07/06/2023,Permitted,2 YEARS - 5 YEARS,110,DC3105,PRESCHOOL,GDC,Child Care - Pre School,4143983,,07/03/2003,N,,,31,11.9769,,,,,11/10/2022,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61(e),CORRECTED,
"JUDI`S NURSERY, INC.",JUDI'S NURSERY,70-11,150 STREET,QUEENS,11367,718-520-1324,6958,07/06/2023,Permitted,2 YEARS - 5 YEARS,110,DC3105,PRESCHOOL,GDC,Child Care - Pre School,4143983,,07/03/2003,N,,,31,11.9769,,,,,11/10/2022,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61(e),CORRECTED,
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",262,LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,03/25/2023,Expired-In Renewal,2 YEARS - 5 YEARS,57,DC170,PRESCHOOL,GDC,Child Care - Pre School,3050588,,03/25/2005,N,33.3333,21.9050,6,11.9769,0,6.1285,33.3333,18.9541,01/14/2021,Food service establishments and Non-retail food processing establishments have adequate lighting for all areas of the premises 540 LUX in food prep areas 215 LUX in self serve areas;,GENERAL,81.19(a),CORRECTED,Initial Annual Inspection - Reinspection Required
BUMBLEBEES R US,BRIGHT BEES DAY CARE CENTER INC.,335,PROSPECT AVENUE,BROOKLYN,11215,718-576-3919,69737,07/16/2024,Permitted,2 YEARS - 5 YEARS,22,DC20995,PRESCHOOL,GDC,Child Care - Pre School,3325181,,07/16/2014,Y,40.0000,21.9050,11,11.9769,20,6.1285,20,18.9541,09/30/2022,Constant and competent supervision provided by adequate staff for children and groups of children,PUBLIC HEALTH HAZARD,47.23(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Program closed
ST. JOHN 'S  SUMMER PROGRAMS,ST. JOHN'S UNIVERSITY,8000,Utopia Parkway,QUEENS,11432,718-990-2953,69537,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,812,DC25605,ALL AGE CAMP,Camp,Camp,4462481,,07/14/2014,N,100.0000,26.8868,0,1.0000,100,14.2558,100,21.8553,06/09/2022,Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean,GENERAL,131.09(f),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Not Required
"CONGREGATION LUMINOUS, INC.",LUMINOUS MORRIS LLC,655,MORRIS AVENUE,BRONX,10451,718-682-3650,104552,08/08/2024,Permitted,0 YEARS - 2 YEARS,68,DC36827,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2127027,,08/08/2018,Y,60.0000,17.4391,3,8.4034,40,4.9984,40,15.3835,11/17/2021,Permittee failed to  prohibit unsupervised contact with children by any individual for whom screening results have Not been received,PUBLIC HEALTH HAZARD,47.19(h)(3),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
HIGH DEFINITION KIDS DAY CARE CENTER LLC,HIGH DEFINITION KIDS DAY CARE CENTER LLC,1967,Bedford  Avenue,BROOKLYN,11225,718-240-9300,104843,05/31/2021,Expired-In Renewal,2 YEARS - 5 YEARS,60,DC37766,PRESCHOOL,GDC,Child Care - Pre School,3413814,,05/31/2019,Y,60.0000,21.9050,8,11.9769,20,6.1285,40,18.9541,11/30/2021,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),CORRECTED,Initial Annual Inspection - Reinspection Required
YOUNG ISRAEL OF STATEN ISLAND DAY CAMP,"YOUNG ISRAEL OF STATEN ISLAND,INC.",835,FOREST HILL ROAD,STATEN ISLAND,10314,718-494-6700,34233,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,212,DC23392,ALL AGE CAMP,Camp,Camp,5034466,www.yisi.org/daycamp,06/03/2013,N,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,08/14/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection
"URBAN CONCEPTS OF NEW YORK, ROUND THE CLOCK NURSERY, INC","URBAN CONCEPTS OF NEW YORK,ROUND THE CLOCK NURSERY, INC.",2380,MARION AVENUE,BRONX,10458,718-329-6023,6804,10/20/2022,Expired-In Renewal,2 YEARS - 5 YEARS,140,DC228,PRESCHOOL,GDC,Child Care - Pre School,2011053,roundtheclocknursery.org,07/09/2002,N,,,12,11.9769,,,,,10/28/2021,Permittee failed to Notify parent of requirement for authorized escort. Permittee failed to confirm escort is authorized.,CRITICAL,47.57(h)(2),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required; Fines pending
"KREATIVE KARE DAY CARE CENTER, INC.","KREATIVE KARE DAY CARE CENTER, INC.",455-459,WILSON AVENUE,BROOKLYN,11221,718-386-3242,30158,01/04/2025,Permitted,,74,DC22824,PRESCHOOL,GDC,Child Care - Pre School,3077626,,01/04/2013,Y,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,11/24/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
JOY LEARNING GARDEN INC.,JOY LEARNING GARDEN INC.,149-17,SANFORD AVE,QUEENS,11355,718-229-1888,105024,09/03/2023,Permitted,2 YEARS - 5 YEARS,43,DC37222,PRESCHOOL,GDC,Child Care - Pre School,4609754,,09/03/2019,Y,33.3333,21.9050,7,11.9769,0,6.1285,33.3333,18.9541,01/13/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"RENANIM MANHATTAN, INC.","RENANIM MANHATTAN, INC.",2975,INDEPENDENCE AVENUE,BRONX,10463,718-601-1300,87977,05/13/2023,Permitted,0 YEARS - 2 YEARS,18,DC32836,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2100381,renanimpreschool.com,05/13/2015,Y,50.0000,17.4391,6,8.4034,25,4.9984,50,15.3835,06/02/2022,A corrective action plan was Not submitted by the permittee to DOHMH for approval,CRITICAL,47.21(a),CORRECTED,
"BUBBLE BEES DAYCARE, LLC.","BUBBLE BEES DAYCARE, LLC.",76,LORRAINE STREET,BROOKLYN,11231,718-858-8111,13297,03/08/2024,Permitted,0 YEARS - 2 YEARS,45,DC21878,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3338801,BUMBLEBEESRUS.COM,03/08/2012,Y,20.0000,17.4391,17,8.4034,20,4.9984,0,15.3835,03/30/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
HARLEM VILLAGE ACADEMY WEST ELEMENTARY SCHOOL,EAST HARLEM VILLAGE ACADEMY CHARTER SCHOOL,74,WEST  124 STREET,MANHATTAN,10027,646-812-9700,,01/01/1900,Active,3 YEARS - 5 YEARS,0,DC40139,PRESCHOOL,SBCC,School Based Child Care,1053438,,,,0.0000,45.1817,0,8.0094,0,23.3017,0,35.2291,12/20/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
EAST SIDE SETTLEMENT  HOUSE HEAD START/ DAY CARE,EAST SIDE HOUSE SETTLEMENT,414,MORRIS AVENUE,BRONX,10451,718-401-4242,7400,06/28/2021,Expired-In Renewal,2 YEARS - 5 YEARS,60,DC14111,PRESCHOOL,GDC,Child Care - Pre School,2097853,www.eastsidehouse.org,06/06/2005,Y,100.0000,21.9050,9,11.9769,25,6.1285,100,18.9541,03/02/2023,"Epi auto injector Not provided, Not maintained or expired.",CRITICAL,47.29(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
KINGS POINTE TALENT INC.,KINGS POINTE TALENT INC.,1457,WEST  5  STREET,BROOKLYN,11204,718-232-8686,103662,07/05/2024,Permitted,2 YEARS - 5 YEARS,100,DC33880,PRESCHOOL,GDC,Child Care - Pre School,3422272,,07/05/2016,Y,0.0000,21.9050,15,11.9769,0,6.1285,0,18.9541,09/10/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection
PEE WEE FOLKS,PEE WEE FOLKS,12-45,CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,06/13/2023,Permitted,,84,DC2321,PRESCHOOL,GDC,Child Care - Pre School,4102995,,06/11/2003,N,25.0000,21.9050,17,11.9769,25,6.1285,0,18.9541,06/11/2021,Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,PUBLIC HEALTH HAZARD,47.41(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
PEE WEE FOLKS,PEE WEE FOLKS,12-45,CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,06/13/2023,Permitted,,84,DC2321,PRESCHOOL,GDC,Child Care - Pre School,4102995,,06/11/2003,N,25.0000,21.9050,17,11.9769,25,6.1285,0,18.9541,06/11/2021,Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,PUBLIC HEALTH HAZARD,47.41(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
PEE WEE FOLKS,PEE WEE FOLKS,12-45,CLINTONVILLE ST,QUEENS,11357,718-746-6107,5568,06/13/2023,Permitted,,84,DC2321,PRESCHOOL,GDC,Child Care - Pre School,4102995,,06/11/2003,N,25.0000,21.9050,17,11.9769,25,6.1285,0,18.9541,06/11/2021,Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,PUBLIC HEALTH HAZARD,47.41(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
SANTA MARIA SCHOOL,SANTA MARIA SCHOOL,1651,ZEREGA AVENUE,BRONX,10462,718-863-5047,,02/02/2115,Active,3 YEARS - 5 YEARS,0,DC1760,PRESCHOOL,SBCC,School Based Child Care,2042064,,,,0.0000,45.1817,27,8.0094,0,23.3017,0,35.2291,12/01/2022,"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap",GENERAL,43.11(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Not Required
ABC NINOS INC.,ABC NINOS INC.,112-08,37 AVENUE,QUEENS,11368,347-242-3587,105792,08/17/2024,Permitted,2 YEARS - 5 YEARS,80,DC39212,PRESCHOOL,GDC,Child Care - Pre School,4618530,,08/17/2022,Y,66.6667,21.9050,12,11.9769,33.3333,6.1285,66.6667,18.9541,12/13/2022,"At time of inspection children were observed occupying space Not previously approved by the Dept of Buildings, FDNY and/or DOHMH.",PUBLIC HEALTH HAZARD,47.57(f),CORRECTED,
EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,30,EAST 111 STREET,MANHATTAN,10029,212-860-7201,6385,01/24/2023,Expired-In Renewal,2 YEARS - 5 YEARS,87,DC11067,PRESCHOOL,GDC,Child Care - Pre School,1085254,,01/21/2005,N,0.0000,21.9050,10,11.9769,0,6.1285,0,18.9541,12/08/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"BETHEL EMANUEL TEMPLE, INC.","BETHEL EMANUEL TEMPLE, INC.",338,BEACH 56 STREET,QUEENS,11692,718-474-8618,6151,07/15/2023,Permitted,2 YEARS - 5 YEARS,65,DC14281,PRESCHOOL,GDC,Child Care - Pre School,4436422,,07/15/2011,Y,,,9,11.9769,,,,,08/24/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"CINDERELLA DAY CARE CENTER, INC.","CINDERELLA DAY CARE CENTER, INC.",130,BRIGHTON 11 STREET,BROOKLYN,11235,718-743-1841,5531,09/25/2024,Permitted,2 YEARS - 5 YEARS,40,DC1705,PRESCHOOL,GDC,Child Care - Pre School,3245391,www.cinderelladaycare.com,09/20/2004,N,0.0000,21.9050,6,11.9769,0,6.1285,0,18.9541,06/30/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR,EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR',92-14,63 DRIVE,QUEENS,11374,718-897-4343,103799,09/07/2024,Permitted,2 YEARS - 5 YEARS,20,DC33456,PRESCHOOL,GDC,Child Care - Pre School,4072463,,09/07/2016,Y,16.6667,21.9050,2,11.9769,0,6.1285,16.6667,18.9541,05/12/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
HOLY MARTYRS,HOLY MARTYRS ARMENIAN DAY SCHOOL,209-15,HORACE HARDING EXPRESSWAY,QUEENS,11364,718-225-4826,,01/23/2115,Active,2 YEARS - 5 YEARS,38,DC2249,PRESCHOOL,SBCC,School Based Child Care,4160654,,,,50.0000,45.1817,6,8.0094,0,23.3017,50,35.2291,09/22/2022,Children enrolled in school-based child care program have Not received appropriate medical examination.,CRITICAL,43.17(a)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.","HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.",1932,BRYANT AVE,BRONX,10460,718-684-5512,105469,08/17/2023,Permitted,2 YEARS - 5 YEARS,73,DC39960,PRESCHOOL,GDC,Child Care - Pre School,2129026,,08/17/2021,Y,33.3333,21.9050,5,11.9769,0,6.1285,33.3333,18.9541,03/01/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"KREATIVE KARE DAY CARE CENTER, INC","KREATIVE KARE DAY CARE CENTER, INC.",292,PALMETTO ST,BROOKLYN,11237,718-386-3242,103969,09/15/2023,Permitted,0 YEARS - 16 YEARS,115,DC23975,ALL AGE CAMP,Camp,Camp,3076842,,04/25/2013,N,50.0000,26.8868,0,1.0000,0,14.2558,50,21.8553,07/13/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LAC EARLY CHILDHOOD CENTER,"LIFE ADJUSTMENT CENTER, INC.",2,FIFTH AVENUE,MANHATTAN,10011,212-828-3975,104253,10/11/2023,Permitted,,31,DC35249,PRESCHOOL,GDC,Child Care - Pre School,1008850,www.lifeadjustmentcenter.com,10/11/2017,Y,0.0000,21.9050,5,11.9769,0,6.1285,0,18.9541,12/10/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"HIGH HOPES OF STATEN ISLAND, INC.","HIGH HOPES OF STATEN ISLAND, INC.",1298,WOODROW ROAD,STATEN ISLAND,10309,718-317-8143,8070,09/08/2023,Permitted,2 YEARS - 5 YEARS,98,DC17105,PRESCHOOL,GDC,Child Care - Pre School,5085132,HIGHHOPESCHILDCARE.COM,09/08/2009,Y,0.0000,21.9050,14,11.9769,0,6.1285,0,18.9541,03/02/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
CREATIVE MINDS,Creative Minds Daycare of NYC Corporation,900,EAST 233RD STREET,BRONX,10466,347-212-2540,103835,10/18/2024,Permitted,2 YEARS - 5 YEARS,77,DC33510,PRESCHOOL,GDC,Child Care - Pre School,2128554,,10/18/2016,Y,66.6667,21.9050,20,11.9769,33.3333,6.1285,50,18.9541,10/06/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"POLICE ATHLETIC LEAGUE, INC.","POLICE ATHLETIC LEAGUE, INC.",454,PENNSYLVANIA AVE,BROOKLYN,11207,718-342-4724,8068,09/14/2023,Permitted,2 YEARS - 5 YEARS,114,DC18839,PRESCHOOL,GDC,Child Care - Pre School,3084629,palnyc.org,09/14/2009,Y,20.0000,21.9050,13,11.9769,0,6.1285,20,18.9541,07/14/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"COMMUNITY LIFE CENTER, INC.","COMMUNITY LIFE CENTER, INC.",15,MOUNT MORRIS PARK WEST,MANHATTAN,10027,212-427-3000,8049,09/23/2023,Permitted,2 YEARS - 5 YEARS,135,DC2132,PRESCHOOL,GDC,Child Care - Pre School,1053368,,09/23/2009,Y,0.0000,21.9050,30,11.9769,0,6.1285,0,18.9541,03/29/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
CITY PRO GROUP,CITY PRO GROUP INC.,2075,JEROME AVENUE,BRONX,10453,718-769-2698,104455,06/25/2024,Permitted,2 YEARS - 5 YEARS,38,DC36736,PRESCHOOL,GDC,Child Care - Pre School,2101482,www.cityprogroup.com,06/25/2018,Y,16.6667,21.9050,13,11.9769,0,6.1285,16.6667,18.9541,08/03/2021,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending
"GRAND ST. SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",60,ESSEX STREET,MANHATTAN,10002,212-677-6990,27418,11/16/2024,Permitted,2 YEARS - 5 YEARS,57,DC24706,PRESCHOOL,GDC,Child Care - Pre School,1083429,www.grandsettlement.org.,11/16/2012,Y,16.6667,21.9050,5,11.9769,0,6.1285,16.6667,18.9541,10/04/2021,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Not Required
"LITTLE SCHOLARS EARLY DEVELOPMENT CENTER, LLC","LITTLE SCHOALRS EARLY DEVELOPMENT CENTER, LLC",3365,THIRD AVE,BRONX,10456,718-292-5761,104829,05/23/2023,Permitted,2 YEARS - 5 YEARS,57,DC35632,PRESCHOOL,GDC,Child Care - Pre School,2129367,www.littlescholarsedc.com,05/23/2019,Y,80.0000,21.9050,9,11.9769,20,6.1285,60,18.9541,11/10/2021,Written Safety Plan does Not include provisions for staff training,GENERAL,47.11(b)(8),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Not Required
CENTRAL SYNAGOGUE,CENTRAL SYNAGOGUE,123,EAST 55 STREET,MANHATTAN,10022,212-838-5122,2285,11/14/2024,Permitted,2 YEARS - 5 YEARS,120,DC2592,PRESCHOOL,GDC,Child Care - Pre School,1036509,www.centralsynagogue.org,10/29/2004,N,25.0000,21.9050,17,11.9769,0,6.1285,25,18.9541,03/24/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LIGHTBRIDGE ACADEMY,LITTLE TOES EDUCATON LLC,23,INDIA STREET,BROOKLYN,11222,718-389-6300,105603,02/14/2024,Permitted,2 YEARS - 5 YEARS,104,DC38736,PRESCHOOL,GDC,Child Care - Pre School,3426061,www.lightbridgeacademy.com,02/14/2022,Y,0.0000,21.9050,8,11.9769,0,6.1285,0,18.9541,06/01/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
The Art Farm Summer Camp,Tina Mar Inc,1,W 88TH ST,MANHATTAN,10024,917-596-3469,105643,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,100,DC41068,ALL AGE CAMP,Camp,Camp,1077191,,05/19/2022,Y,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,07/18/2022,Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.,GENERAL,131.09(g),CORRECTED,Initial Annual Inspection - Reinspection Not Required
"RING AROUND THE ROSIE PRESCHOOL,INC.","RING AROUND THE ROSIE PRESCHOOL,INC.",7106,13TH AVENUE,BROOKLYN,11228,718-492-7464,7924,09/23/2024,Permitted,2 YEARS - 5 YEARS,29,DC18142,PRESCHOOL,GDC,Child Care - Pre School,3157620,,09/23/2008,Y,0.0000,21.9050,7,11.9769,0,6.1285,0,18.9541,01/04/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
